id,alias1,alias2,Name,Leader,Auto,Tap,Slide,Drive,image,thumbnail,type,element,rank,notes
d lisa,robo lisa,darksider lisa,Darksider Lisa,20% slide skill damage to all water type allies.,Deals 113 damage,"501 damage, additional 300 damage if fire type enemy and Ranged attack for 15sec","928 damage, additional 850 damage, 2 multi-hit, 510 poison to two highest atk enemies","2475 damage to four random enemies and +100% atk buff, debuff immunity to itself",https://cdn.discordapp.com/attachments/281088480614940672/430201517304315914/EB8BA4ED81ACEC82ACEC9DB4EB8D94_EBA6ACEC9E90.png,,Attacker,Water,:star::star::star::star::star:,imma firin mah lazer
saturn,,,Saturn,15% slide skill damage to all water type allies,Deals 114 damage,"499 damage, 300 additional damage if buffed to one enemy","851 damage, 450 poison for 2 turn to all enemies",2467 damage to four random enemies,https://i.imgur.com/HGbLffA.png,https://i.imgur.com/wNxB9nD.png,Attacker,Water,:star::star::star::star::star:,Water Davi? o.O
chun li,,,Chun Li,Slide skill damage +15% to water allies,Deals 114 damage,Deals 175 additional damage plus Auto damage 3 times to 1 enemy with 250 additional damage if fire type,Deals 898 damage and 750 additional damage 2 times and skill gauge -25% to 2 enemies with highest attack,Deals 2460 damage to all enemies and 70% chance to Silence (can't use skills and gauge reset) for 4s to 2 random enemies,http://i.imgur.com/t4Hzner.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13260818655.png,Attacker,Water,:star::star::star::star::star:,Decent. Can't be obtained anymore though.
wola,,,Wola,Skill gauge charge rate -18% to all enemies,Deals 99 damage,Deals 363 damage and skill gauge charge rate -30% for 6s to 1 enemy,Deals 559 damage and Silence (can't use skills and gauge reset) for 5s to 2 random enemies,Deals 1788 damage and skill gauge charge rate -45% for 22s and skill gauge -45% to 3 random enemies,http://i.imgur.com/0sXWo2z.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5500024_i.png,Debuffer,Water,:star::star::star::star::star:,Sacrifice the dragon for glory!
santa,santa claus,,Santa Claus,Skill gauge charge rate -18% to all enemies,Deals 100 damage,Deals 376 damage to 1 enemy with 150 additional damage if enemy is support type,Deals 579 damage and 70% chance to Freeze (unable to act and immune to damage) for 11s to 2 random enemies,Deals 1853 damage and 90% chance to Freeze (unable to act and immune to damage) for 20s to 3 random enemies,http://i.imgur.com/goBETZI.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i14153448772.png,Debuffer,Water,:star::star::star::star::star:,That guy was the worst cancer. Excelent on endless battle.
babel,,,Babel,-25% enemy evasion,Deals 101 damage,396 damage and 90% chance of silence for 2 sec to the highest atk enemy,734 damage 2 times and smash (stun and -15% skill defence) for 10 sec and remove one buff to two highest atk enemies, 2032 damage and silence for 4 sec and remove one buff to three highest atk enemies,https://i.imgur.com/NQf0glJ.png,https://i.imgur.com/MxpA8sY.png,Debuffer,Water,:star::star::star::star::star:,Babel is what u get when u don't have cammy.
myrina,,,Myrina,Defense -27.5% to all enemies (bonus -12.5% on world boss),Deals 100 damage,Deals 386 damage and Blind (-30% accuracy) for 3 turns to 1 enemy,Deals 674 damage to 1 enemy and attack +30% to all allies and evasion rate +30% to 2 allies with highest attack for 20s,Deals 2003 damage and slide cooldown +3s for 20s to 3 random enemies and enemy drive gauge -25%,http://i.imgur.com/kewj30p.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i15779931867.png,Debuffer,Water,:star::star::star::star::star:,"Always, ALWAYS the wb leader."
isolde,iseult,,Isolde [Iseult],Evasion rate -25% to all enemies,Deals 101 damage,Deals 394 damage to 1 enemy and skill gauge -40% to enemy with highest defense,"Deals 631 damage, 75% chance to Silence (can't use skills and gauge reset) for 6s and skill gauge charge rate -60% for 15s to 2 enemies with highest defense",Deals 1999 damage and Silence for 15s to 3 enemies with highest attack,http://i.imgur.com/Kgmji3I.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i14679384806.png,Debuffer,Water,:star::star::star::star::star:,Member of the Cancer Meta. Also won the most realistic body award.
miku,hatsune miku,,Hatsune Miku,Skill damage +20% to 5 water allies (bonus +15% on raids),Deals 96 damage,Deals 342 damage to 1 enemy and gives Debuff Immunity for 8s or 1 hit and critical rate +30% to 3 water allies,Deals 732 damage to 1 enemy and gives attack +55% and 75% chance to Cheer (Weakness damage +15% up to 6 times) for 20s to 2 allies with highest attack, 1939 damage to three random enemies and remove all debuff from three allies and 70% chance of full gauge refill to three water type allies excluding itself ,https://i.imgur.com/hget2nZ.png,https://i.imgur.com/Z32qU96.png,Support,Water,:star::star::star::star::star:,
naias,naiad,,Naias [Naiad],Skill gauge charge rate +20% to all allies,Deals 93 damage,Deals 314 damage to 1 enemy and skill gauge charge speed +40% for 8s to 2 allies with highest attack,Deals 699 damage to 1 enemy and gives 140% Double-Edge (increase attack and reduce defense) for 14s to 5 water attack type allies,Deals 1840 damage to 3 random enemeis and heals 1526HP to 3 allies with lowest HP and attack +120% for to 3 allies with highest attack        ,http://i.imgur.com/c0KnLuf.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5500030_i.png,Support,Water,:star::star::star::star::star:,Boosts water attacker dmg. Pretty much a water warwolf.
sang ah,sangah ,shang ya,Sang Ah [Chang'eh],Skill gauge charge rate +12% to all allies,Deals 94 damage,Deals 333 damage to 1 enemy and 52.5% chance to fully charge skill gauge to 2 allies (excluding self) that are charging skill,Deals 715 damage to 1 enemy and skill gauge charge speed +50% for 3 turns and slide cooldown -2s to 3 allies with highest attack,Deals 1932 damage and 100% chance to stun for 16s to 3 enemies that are charging skill and +900 drive gauge,http://i.imgur.com/UWZvwwG.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5500009_i.png,Support,Water,:star::star::star::star::star:,"Best speed child for pve content. Her kit boosts your party's momentum. For attacker version search ""g sang ah"""
willow,bachelor,,Willow Bachelor,Skill gauge charge rate +12% to all allies,Deals 94 damage,Heal 628HP to 2 allies with lowest HP,Deals 592 damage to 1 enemy and Poison (220 damage when enemy attacks) for 3 turns to 2 random enemies and gives 303HP continuous heal for 12s to 2 allies with lowest HP,Heal 1428HP to all allies and give Immortality (HP won't go under 1) for 20s to 2 allies with lowest HP,http://i.imgur.com/d4H6WBR.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i16580792101.png,Support,Water,:star::star::star::star::star:,Another all party healing member.
anemone,,,Anemone,Weakness skill damage +20% to water allies (bonus +30% on raid),Deals 95 damage,Deals 336 damage to 1 enemy and heals 628HP to 2 allies with lowest HP,Deals 725 damage to 1 enemy and skill gauge charge rate +40% and Tap/Slide skill attack +45% for 20s to 3 allies with highest attack,Deals 1917 damage to 3 random enemies and attack +150% for 20s to 3 allies with highest attack,http://i.imgur.com/m8rkQoo.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13568230127.png,Support,Water,:star::star::star::star::star:,Jack of All Trades. Her kit makes your attacker too stronk. Did i mentioned that her speed buff stacks with sang ah?
ymir,,,Ymir,Skill defense +20% to water allies,Deals 85 damage,Deals 30 damage plus Auto damage 2 times and 30% chance to Freeze (unable to act and immune to damage) for 3s to 1 enemy,Deals 479 damage to 1 enemy and gives Immortality (HP won't go under 1) for 8s to 2 allies with lowest HP and skill defense +30% for 24s or 3 hits to all allies        ,Deals 1567 damage to 3 random enemies and removes all debuffs and gives a 1500HP shield for 10s to 3 allies with lowest HP,http://i.imgur.com/aljst7q.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i14250899131.png,Tank,Water,:star::star::star::star::star:,"Hey, nice sword. "
maris,blue mars,,Maris,Skill defense +20% to water allies	,Deals 86 damage,Deals 265 damage to 1 enemy and absorb 26% of the damage as HP,Deals 511 damage to 1 enemy and gives +1300HP shield to all allies and 82HP continuous heal to self for 14s,Deals 1649 damage to 3 random enemies and drive skill defense +40% for 15s to all allies,http://i.imgur.com/j8rP3sU.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5500013_i.png,Tank,Water,:star::star::star::star::star:,"Poor Maris, lost her name to Mars, right now she is fodder for evo."
eshu,,,Eshu,Skill defense +20% to water allies,Deal 85 damage,Deals 257 damage and defense -15% for 1 turn to 1 enemy,Deals 485 damage to 1 enemy and skill defense +50% for 32s or 4 hits to self and gains Taunt (90% provocation) for 14s,Deals 1586 damage to 3 random enemies and defense +30% and drive skill defense +40% for 12s to all allies	,http://i.imgur.com/HsfVqzt.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13804741005.png,Tank,Water,:star::star::star::star::star:,fodder?
ea,,,Ea,Skill defense +20% to all allies,Deals 87 damage,Deals 266 damage to 1 enemy and removes all debuffs from 1 debuffed ally,Deals 758 damage to 1 enemy and gains Reflect (returns 40% of damage received) and Taunt (91% provocation) for 12s,Deals 1532 damage to 3 random enemies and drive skill defense +30% for 20s to all allies,http://i.imgur.com/YtTqapS.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13972566140.png,Tank,Water,:star::star::star::star::star:,Top Tier Tank. Shines on pvp.
yuki miku,snow miku,,Yuki Miku,HP +1000 to all allies (bonus +500 on raids),Deals 92 damage,Heals 286HP to 2 allies with lowest HP and removes 1 debuff to 1 debuffed ally,Gives 469HP continuous heal for 12s and Invincibility for 16s or 2 hits to 2 allies with lowest HP,Deals 1739 damage to 2 random enemies and heals 3136HP to 3 allies with lowest HP and +600 drive gauge,https://i.imgur.com/7IqvDmV.png,https://i.imgur.com/fYf4A0b.png,Healer,Water,:star::star::star::star::star:,Good healer for cleansing.
rusalka,,,Rusalka,Continuous heal +22 to all allies,Deals 91 damage,Heals 280HP to 2 allies with lowest HP	,Gives 4%HP+19HP continuous heal and Immortality (HP won't go under 1) for 12s to 2 allies with lowest HP	,Heals 22.5%HP+130HP and gives Immortality (HP won't go under 1) for 20s to 3 allies with lowest HP,http://i.imgur.com/uS0CTpH.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5500010_i.png,Healer,Water,:star::star::star::star::star:,Another I'll keep u alive healer. U think that she is cute till u see her doing drive heal on enemy raid team.
siren,,,Siren,Drive skill damage +15% to forest allies,Deals 110 damage,"465 damage, 3x multi-hit, 150 additional damage to one enemy and 10% life steal from damage for 2 turns to itself",Deals 707 (170%) damage to three lowest hp enemies,Deals 2214 damage to 4 enemies with lowest HP,http://i.imgur.com/HoxdCbM.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5500035_i.png,Attacker,Forest,:star::star::star::star::star:,Siren got a recent skill change.
gd sang ah,g sang ah,g sangah,Guardian Deity Sang Ah, 25% atk to all wood type allies,Deals 114 damage,"501 damage, 2x multi-hit and gain counterattack pose(ignore reflection and 30% atk buff, stack 3 times) to itself and remove all debuffs to one debuffed ally","953 damage, 3x multi-hit, 750 defense-ignore damage, 285 additional damage if enemy is stunned or petrified to one highest atk enemy",2476 damage to four random enemies,https://imgur.com/s3LqrmB.png,https://cdn.discordapp.com/attachments/242845451739463681/407969207884578817/kirinus_bot.png,Attacker,Forest,:star::star::star::star::star:,What if we did a attacker like morgan but single target and dealing more dmg to stunned childs? That's G Sang ah
abaddon,,,Abaddon,Gives 10% (+5% additional in raid) drive damage to all allies,Deals 112 damage,480 damage 4x multi-hit to one enemy,"883 damage, 2x multi-hit to two highest atk enemies and 10% life steal from damage ",Deals 2267 damage to 4 enemies with lowest HP,http://i.imgur.com/xG2wHxL.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5500015_i.png,Attacker,Forest,:star::star::star::star::star:,Abbadon got a skill balance.
nicole,saint nicole,saint nicholas,Nicole (Saint Nicholas),Attack +25% to all Wood Type Allies,Deals 119 damage,"501 damage, 3x multihit and remove one buff","903 damage, 2x multihit and 505 additional damage per buff to two highest atk enemies and 20% damage leech to hp",2475 damage to four random enemies and drop a bomb (2500 damage after 10 sec to the highest atk enemy,https://i.imgur.com/wxvdmw4.png,https://i.imgur.com/L5fnXEe.png,Attacker,Forest,:star::star::star::star::star:,Nicole potential appears when you stack buffs on her.
krampus,,,Krampus,Slide skill damage +10% to forest allies,Deals 113 damage	,Deals 483 damage to 1 enemy with 150 additional damage if water type,Deals 120 damage plus Tap damage 2 times to 2 random enemies and absorb 20% of the damage as HP,Deals 2443 damage to all enemies,http://i.imgur.com/VhtHbUf.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i15213595632.png,Attacker,Forest,:star::star::star::star::star:,Alot of skins on lab. Good Leaf attacker
jcb,ja cheong bi,,Jacheongbi [JCB],Weakness damage +15% to forest allies (bonus +25% on raid),Deals 113 damage	,Deals 487 damage to 1 enemy and weakness damage +60% for 3 turns to self,Deals 820 damage to 3 enemies with lowest HP with 350 extra damage if water type and absorbs 20% of the damage as HP,Deals 2400 damage to 4 enemies with lowest HP and weakness damage +100% for 20s to self,http://i.imgur.com/cznuVoN.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i14333507740.png,Attacker,Forest,:star::star::star::star::star:,"Best forest attacker for raids. If you're using her, remove luna from party."
daphnis,,,Daphnis,Attack +20% to attack type allies,Deals 114 damage,"495 damage, 3x multi-hit, 245 additional damage if enemy is water type",Deals 847 damage plus 600 additional damage 2 times to 2 enemies with highest attack and absorb 20% of the damage as HP,Deals 2455 damage to 4 enemies with highest attack with 800 additional damage to enemy with highest attack,http://i.imgur.com/L5UbFrS.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i14094759004.png,Attacker,Forest,:star::star::star::star::star:,"Hits hard, recovers hp and attacks 4 times."
midas,,,Midas,Weakness defense -30% to all enemies,Deals 99 damage,Deals 365 damage and weakness defense -50% for 6s to 1 enemy and agility -10% for 2 enemies with highest attack,Deals 589 damage plus 300 ignore defense damage and weakness defense -100% for 25s to 2 enemies with lowest defense,"Deals 1797 damage, Poison (520 damage when enemy attacks) for 4 turns and removes one buff to 3 random enemies",http://i.imgur.com/x1xRasm.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13877935024.png,Debuffer,Forest,:star::star::star::star::star:,Debuffs weakness defense alot. Useful? Maybe. WB child.
ruin,,,Ruin,Tap damage -20% to water enemies,Deals 100 damage,Deals 382 damage and defense -25% for 8s to enemy with highest defense,"Deals 569 damage, Death Heal (Heal does damage) and Poison (350 damage when enemy attacks) for 4 turns to 2 enemies with lowest HP        ",Deals 1886 damage and skill defense -30% for 16s to 3 enemies with highest defense,http://i.imgur.com/lK7O0Ee.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i16339916377.png,Debuffer,Forest,:star::star::star::star::star:,Make that Rusalka kill her alies with her kit. MUAHAHAHA
cammy,,,Cammy,Evasion rate -25% to all enemies,Deals 101 damage	,Deals 397 damage with 150 additional damage if water type and defense -25% for 8s to 1 enemy,Deals 683 damage plus 200 ignore defense damage 2 times and Smash (Stun and skill defense -15%) for 10s to 2 enemies with the highest attack,Deals 1979 damage to 3 random enemies and skill defense -40% for 20s to all enemies        ,http://i.imgur.com/DWjtBRg.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i15322175963.png,Debuffer,Forest,:star::star::star::star::star:,An stun debuffer that hits like a attacker. What could happen? Also u can't get her.
epona,,,Epona,Defense +12% to all allies,Deals 92 damage,306 damage and debuff immunity for 6 sec to one debuffed ally,"629 damage to two highest atk enemies and debuff immunity shield (8 sec or debuffed once), +40% skill gauge charge amount for 20 sec to five green type allies",Deals 1801 damage to 3 random enemies and debuff erase and 40% life steal (from damage) for 20 sec to three highest atk allies,http://i.imgur.com/1w7itvt.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5500034_i.png,Support,Forest,:star::star::star::star::star:,Epona is Forest Neptune. Rejoice.
hera,,,Hera,Skill defense +20% to forest allies,Deals 85 damage,Deals 255 damage to 1 enemy and gains Vampirism (Absorbs 30% of the damage as HP) for 3 turns,Deals 479 damage to 1 enemy and skill defense +30% for 24s or 3 hits to all allies	,Deals 1565 damage to 2 random enemies and gives Vampirism (Absorbs 40% of the damage as HP) for 22s to all allies        ,http://i.imgur.com/UUX4CCm.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5500019_i.png,Tank,Forest,:star::star::star::star::star:,"Hera and Dana are all the defense that u need on WB. Combo the slide and boom, supreme defense."
mammon,,,Mammon,Skill defense +20% to forest allies,Deals 85 damage,Deals 262 damage to 1 enemy and defense +5% for 20s to self,Deals 501 damage to 1 enemy and skill defense +50% for 12s to self and gains Taunt (90% provocation) for 12s,Deals 1633 damage to 3 random enemies and drive skill defense +40% for 20s to all allies        ,http://i.imgur.com/kaqZ9nF.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5500014_i.png,Tank,Forest,:star::star::star::star::star:,Mammon gives u gold everyday. Now he'll help ur child to rank up too! Isn't he generous?
brownie,,,Brownie,Skill gauge charge rate +25% to all allies,Deals 93 damage,Deals 321 damage to 1 enemy and skill gauge charge rate +35% for 7s to 2 allies that are charging skill,Deals 582 damage to 1 enemy and skill gauge charge speed +40% and debuff duration -40% for 20s to 3 allies with highest attack,Deals 1793 damage and 100% chance to stun for 20s to 3 random enemies and heal 1427HP to 3 allies with lowest HP,http://i.imgur.com/MHgAEGe.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i15084917893.png,Support,Forest,:star::star::star::star::star:,A speed child that heals and reduces debuff time. Shines on pvp.
newbie mona,,,Newbie Mona,Critical rate +20% to forest allies,Deals 95 damage,Deals 333 damage and removes one buff to 1 enemy,Deals 735 damage to 2 enemies with highest attack and +60% weakness damage for 20s to 5 attack type allies and Vampirism (Absorbs 40% of the damage as HP) for 12s to all allies        ,Deals 1912 damage to 3 random enemies and heals 1428HP to 3 allies with lowest HP and attack +100% for 20s to 3 allies with highest attack        ,http://i.imgur.com/LTMdmQN.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i16001341454.png,Support,Forest,:star::star::star::star::star:,"Must have on WB. With the vamp buff, everbody heals while they hit the target."
bathory,,,Bathory,Attack +20% to all allies,Deals 95 damage,Deals 333 damage and removes one buff to 1 enemy,Deals 735 damage to 1 enemy and attack +65% for 20s to 2 allies with highest attack and removes 1 debuff from 2 allies,Deals 1912 damage to 3 random enemies and +120% skill damage for 20s to 3 allies with highest attack,http://i.imgur.com/QVu2zaF.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i14256132926.png,Support,Forest,:star::star::star::star::star:,"Best atk buffer in the game. Also, likes cute girls :kappa:"
syrinx,,,Syrinx,Weakness defense +20% to all allies,Deals 91 damage	,Deals 297 damage to 1 enemy and gives Invincibility for 8s or 1 hit to ally with highest attack,Gives 219HP continuous heal for 16s and Invincibility for 40s or 5 hits to ally with lowest HP,Gives 409HP continuous heal for 24s and Invincibility for 18s to 2 allies with lowest HP,http://i.imgur.com/brxbQs9.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5500011_i.png,Healer,Forest,:star::star::star::star::star:,"Even if she can heal only one child. If u have something like dana, that won't hurt that much."
orora,,,Orora [Aurora],Agility +400 to all allies,Deals 81 damage,Deals 299 damage to enemy with lowest HP with 100 additional damage if dark type,Deals 481 damage plus 100 additional damage 3 times to 1 enemy and gains Reflect (returns 33% of damage received) for 11s,Deals 1406 damage to 3 enemies with lowest HP,http://i.imgur.com/kyk6Wwj.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400028_i.png,Attacker,Light,:star::star::star::star:,I'm still thinking. Come back later for comments.
calchas,,,Calchas,Agility +400 to all allies,Deals 80 damage,Deals 297 damage plus 80 additional damage 3 times to 1 enemy,Deals 498 damage and continuous and instant heal -40% for 16s to 2 enemies with lowest HP,Deals 1377 damage and Bleeding (160 continuous damage) for 10s to 4 random enemies,http://i.imgur.com/agG0188.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13893151058.png,Attacker,Light,:star::star::star::star:,I'm still thinking. Come back later for comments.
maiden detective,,,Maiden Detective,Agility +400 to all allies,Deals 81 damage,Deals 299 damage to enemy with lowest HP with 100 additional damage if dark type,Deals 484 damage and continuous and instant heal -40% for 14s to 3 enemies with lowest HP,Deals 1394 damage and Bleeding (160 continuous damage) for 10s to 4 random enemies,http://i.imgur.com/eDliYf8.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400018_i.png,Attacker,Light,:star::star::star::star:,I'm still thinking. Come back later for comments.
titania,,,Titania,Agility +400 to all allies,Deals 81 damage,Deals 300 damage to enemy with lowest HP with 100 additional damage if dark type,Deals 482 damage plus 100 additional damage 3 times to 1 enemy and gains Reflect (returns 33% of damage received) for 11s,Deals 1298 damage to 4 random enemies,http://i.imgur.com/xvQiTCA.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400017_i.png,Attacker,Light,:star::star::star::star:,I'm still thinking. Come back later for comments.
victrix,,,Victrix,Agility +400 to all allies,Deals 81 damage,Deals 305 damage and continuous and instant heal -25% for 4s to 1 enemy,Deals 487 damage plus 100 additional damage 3 times to 1 enemy and gains Reflect (returns 33% of damage received) for 11s,"Deals 1455 damage, Bleeding (200 continuous damage) for 10s and block heals for 14s to 3 enemies with lowest HP",http://i.imgur.com/1xEpkt1.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400003_i.png,Attacker,Light,:star::star::star::star:,I'm still thinking. Come back later for comments.
ishtar,,,Ishtar,Debuff evasion rate -22.5% to all enemies,Deals 73 damage,Deals 232 damage to 1 enemy,Deals 438 damage and Blind (-35% accuracy) for 11s to 2 enemies,Deals 1137 damage to 3 random enemies,http://i.imgur.com/eCSsuMl.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400038_i.png,Debuffer,Light,:star::star::star::star:,I'm still thinking. Come back later for comments.
nebula,,,Nebula,Debuff evasion rate -22.5% to all enemies,Deals 73 damage,Deals 238 damage to 1 enemy,Deals 445 damage and 75% chance petrify for 10s or 2 hits to 2 enemies with priority to dark type,Deals 1141 damage to 3 random enemies with 400 additional damage to enemies petrified/stunned,http://i.imgur.com/BrSNSn3.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13213496169.png,Debuffer,Light,:star::star::star::star:,I'm still thinking. Come back later for comments.
erato,,,Erato,Continuous and instant heal +17.5% to all allies,Deals 69 damage,Deals 197 damage to 1 enemy,Gives 61HP continuous heal for 20s to 2 allies with lowest HP and 75% chance to remove all debuffs to 2 debuffed allies,Deals 1168 damage to 3 random enemies,http://i.imgur.com/tJneAYg.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400050_i.png,Support,Light,:star::star::star::star:,I'm still thinking. Come back later for comments.
leda,,,Leda,Continuous and instant heal +17.5% to all allies,Deals 69 damage,Deals 198 damage to 1 enemy and gives a +400HP shield for 8s to 1 random ally,Gives continuous heal +47.5% to all allies and 64HP continuous heal for 20s to 2 allies with lowest HP,Deals 1225 damage to 3 random enemies and give Vampirism (absorbs 50% of the damage as HP) for 25s to 3 allies with lowest hp,http://i.imgur.com/6NHdRPN.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400044_i.png,Support,Light,:star::star::star::star:,I'm still thinking. Come back later for comments.
bast,,,Bast,Continuous and instant heal +17.5% to all allies,Deals 70 damage,Deals 207 damage to 1 enemy and weakness defense +30% for 8s to 2 random allies,Instant heal +47.5% for 20s to all allies and heals 206HP to 2 allies with lowest HP,Deals 1213 damage to 3 random enemies and evasion rate +40% for 16s and heals 2016HP to 3 allies with lowest HP,http://i.imgur.com/yXJplxG.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i14270393243.png,Support,Light,:star::star::star::star:,I'm still thinking. Come back later for comments.
hermod,,,Hermod,Evasion rate +15% to all allies,Deals 64 damage,Deals 159 damage to 1 enemy and skill defense +35 for 16s or 2 hits to self,Deals 330 damage and gains Taunt (84% provocation) for 8s and Fury (saves up to 400% damage received and returns 1 time),Deals 938 damage to 3 random enemies and gives skill defense +28% for 20s to all allies,http://i.imgur.com/MlM43AI.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13234464513.png,Tank,Light,:star::star::star::star:,I'm still thinking. Come back later for comments.
heracles,,,Heracles,Gives Reflect (5% damage) to all allies,Deals 64 damage,Deals 177 damage to 1 enemy and gains Fury (saves up to 400% damage received and returns 1 time),Deals 366 damage to 1 enemy and drive skill defense +40% for 6s to all allies and gains Taunt (85% provocation) for 8s,Deals 898 damage to 2 random enemies and skill defense +40% for 16s to 2 allies with lowest HP and self,http://i.imgur.com/GFIvjOF.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400029_i.png,Tank,Light,:star::star::star::star:,I'm still thinking. Come back later for comments.
frigga,,,Frigga,Evasion rate +15% to all allies,Deals 65 damage,Deals 168 damage to 1 enemy and gains Fury (saves up to 180% damage received and returns 1 time),Defense +30% for 12s to all allies,Deals 940 damage to 3 random enemies and gives skill defense +25% for 16s or 2 hits to all allies,http://i.imgur.com/am3Lp3m.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400020_i.png,Tank,Light,:star::star::star::star:,I'm still thinking. Come back later for comments.
gomorrah,,,Gomorrah,Skill defense +20% to light allies,Deals 66 damage,Deals 175 damage plus 125 additional damage 2 times to 1 enemy and Blind (-25% accuracy) for 8s to enemy with highest attack,Deals 391 damage to 1 enemy and gains Reflect (returns 30% of damage received) and skill defense +25% for 16s or 2 hits to all allies,Deals 1067 damage to 3 random enemies and gives Reflect (returns 30% of damage received) for 15s to all allies,http://i.imgur.com/kVus4S5.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13105612792.png,Tank,Light,:star::star::star::star:,I'm still thinking. Come back later for comments.
pomona,,,Pomona,Debuff evasion rate +20% to all allies,Deals 67 damage,Heals 194HP to ally with lowest HP,Deals 343 to 1 enemy and heals 349HP to 2 allies with lowest HP and instant heal +20% for 12s to all allies,Gives 157HP continuous healing for 18s to 3 allies with lowest HP,http://i.imgur.com/841q8pT.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400024_i.png,Healer,Light,:star::star::star::star:,I'm still thinking. Come back later for comments.
merlin,,,Merlin,Debuff evasion rate +20% to all allies,Deals 68 damage,Heals 202HP to ally with lowest HP,Deals 349 damage to 1 enemy and gives 96HP continuous heal for 12s to 2 allies with lowest HP and continuous heal +20% to all allies,Gives 188HP continuous heal and Vampirism (Absorbs 50% of the damage as HP) for 18s to 2 allies with lowest HP,http://i.imgur.com/GEOB17L.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400002_i.png,Healer,Light,:star::star::star::star:,I'm still thinking. Come back later for comments.
guillotine,,,Guillotine,Critical +400 to all allies,Deals 80 damage,Deals 295 damage plus 80 additional damage 3 times to 1 enemy,Deals 350 (140%) damage to 2 random enemies,Deals 1368 damage to 3 random enemies,http://i.imgur.com/VULaTRz.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400043_i.png,Attacker,Dark,:star::star::star::star:,I'm still thinking. Come back later for comments.
inanna,,,Inanna,Critical +400 to all allies,Deals 80 damage,Deals 293 damage to enemy with lowest HP with 100 additional damage if light type,Deals 512 damage plus 100 additional damage 3 times to 1 enemy (600 ignore defense damage),Deals 1278 damage to 4 random enemies,http://i.imgur.com/99342m9.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400039_i.png,Attacker,Dark,:star::star::star::star:,I'm still thinking. Come back later for comments.
morrigan,,,Morrigan [Morrigu or Morriyu[JP],Critical +400 to all allies,Deals 80 damage,Deals 297 damage to enemy with lowest HP with additional 100 damage if light type,Deals 355 (140%) damage to 2 random enemies,Deals 1401 damage to 3 enemies with lowest HP,http://i.imgur.com/4mIJe7E.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/5400026_i.png,Attacker,Dark,:star::star::star::star:,I'm still thinking. Come back later for comments.
